"Target","Class","Type","Package","InstalledVersion","Advisory","Severity","FixedVersion","VendorStatus","AffectsCandidate","Disposition","Rationale"
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libpam-modules","1.5.2-6+deb12u2","CVE-2026-54411","MEDIUM",,"fix_deferred","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libpam-modules-bin","1.5.2-6+deb12u2","CVE-2026-54411","MEDIUM",,"fix_deferred","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libpam-runtime","1.5.2-6+deb12u2","CVE-2026-54411","MEDIUM",,"fix_deferred","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libpam0g","1.5.2-6+deb12u2","CVE-2026-54411","MEDIUM",,"fix_deferred","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc-bin","2.36-9+deb12u14","CVE-2026-5450","MEDIUM",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc6","2.36-9+deb12u14","CVE-2026-5450","MEDIUM",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","tar","1.34+dfsg-1.2+deb12u1","CVE-2026-5704","MEDIUM",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc-bin","2.36-9+deb12u14","CVE-2026-5928","MEDIUM",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc6","2.36-9+deb12u14","CVE-2026-5928","MEDIUM",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"Python","lang-pkgs","python-pkg","setuptools","70.3.0","CVE-2026-59890","MEDIUM","83.0.0","fixed","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc-bin","2.36-9+deb12u14","CVE-2026-6238","MEDIUM",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc6","2.36-9+deb12u14","CVE-2026-6238","MEDIUM",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"Python","lang-pkgs","python-pkg","pip","25.0.1","CVE-2026-6357","MEDIUM","26.1","fixed","YES","ACCEPT","Base-layer pip is present outside the active /opt/venv environment; the service does not invoke it. Medium/Low tooling-path residual risk is retained."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc-bin","2.36-9+deb12u14","CVE-2026-6368","MEDIUM",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc6","2.36-9+deb12u14","CVE-2026-6368","MEDIUM",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc-bin","2.36-9+deb12u14","CVE-2026-6791","MEDIUM",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc6","2.36-9+deb12u14","CVE-2026-6791","MEDIUM",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","perl-base","5.36.0-7+deb12u3","CVE-2026-7010","MEDIUM",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"Python","lang-pkgs","python-pkg","pip","25.0.1","CVE-2026-8643","MEDIUM","26.1.2","fixed","YES","ACCEPT","Base-layer pip is present outside the active /opt/venv environment; the service does not invoke it. Medium/Low tooling-path residual risk is retained."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","tar","1.34+dfsg-1.2+deb12u1","CVE-2005-2541","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","login","1:4.13+dfsg1-1+deb12u2","CVE-2007-5686","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","passwd","1:4.13+dfsg1-1+deb12u2","CVE-2007-5686","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc-bin","2.36-9+deb12u14","CVE-2010-4756","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc6","2.36-9+deb12u14","CVE-2010-4756","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","apt","2.6.1","CVE-2011-3374","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libapt-pkg6.0","2.6.1","CVE-2011-3374","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libgnutls30","3.7.9-2+deb12u7","CVE-2011-3389","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","perl-base","5.36.0-7+deb12u3","CVE-2011-4116","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libsystemd0","252.39-1~deb12u2","CVE-2013-4392","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libudev1","252.39-1~deb12u2","CVE-2013-4392","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","coreutils","9.1-1","CVE-2016-2781","LOW",,"will_not_fix","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","coreutils","9.1-1","CVE-2017-18018","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc-bin","2.36-9+deb12u14","CVE-2018-20796","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc6","2.36-9+deb12u14","CVE-2018-20796","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libgssapi-krb5-2","1.20.1-2+deb12u5","CVE-2018-5709","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libk5crypto3","1.20.1-2+deb12u5","CVE-2018-5709","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libkrb5-3","1.20.1-2+deb12u5","CVE-2018-5709","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libkrb5support0","1.20.1-2+deb12u5","CVE-2018-5709","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libgcrypt20","1.10.1-3+deb12u1","CVE-2018-6829","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc-bin","2.36-9+deb12u14","CVE-2019-1010022","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc6","2.36-9+deb12u14","CVE-2019-1010022","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc-bin","2.36-9+deb12u14","CVE-2019-1010023","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc6","2.36-9+deb12u14","CVE-2019-1010023","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc-bin","2.36-9+deb12u14","CVE-2019-1010024","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc6","2.36-9+deb12u14","CVE-2019-1010024","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc-bin","2.36-9+deb12u14","CVE-2019-1010025","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc6","2.36-9+deb12u14","CVE-2019-1010025","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc-bin","2.36-9+deb12u14","CVE-2019-9192","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libc6","2.36-9+deb12u14","CVE-2019-9192","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libsqlite3-0","3.40.1-2+deb12u2","CVE-2021-45346","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","bsdutils","1:2.38.1-5+deb12u3","CVE-2022-0563","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libblkid1","2.38.1-5+deb12u3","CVE-2022-0563","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libmount1","2.38.1-5+deb12u3","CVE-2022-0563","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libsmartcols1","2.38.1-5+deb12u3","CVE-2022-0563","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libuuid1","2.38.1-5+deb12u3","CVE-2022-0563","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","mount","2.38.1-5+deb12u3","CVE-2022-0563","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","util-linux","2.38.1-5+deb12u3","CVE-2022-0563","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","util-linux-extra","2.38.1-5+deb12u3","CVE-2022-0563","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","gcc-12-base","12.2.0-14+deb12u1","CVE-2022-27943","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libgcc-s1","12.2.0-14+deb12u1","CVE-2022-27943","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libstdc++6","12.2.0-14+deb12u1","CVE-2022-27943","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","gpgv","2.2.40-1.1+deb12u2","CVE-2022-3219","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libsystemd0","252.39-1~deb12u2","CVE-2023-31437","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libudev1","252.39-1~deb12u2","CVE-2023-31437","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libsystemd0","252.39-1~deb12u2","CVE-2023-31438","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libudev1","252.39-1~deb12u2","CVE-2023-31438","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libsystemd0","252.39-1~deb12u2","CVE-2023-31439","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libudev1","252.39-1~deb12u2","CVE-2023-31439","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","perl-base","5.36.0-7+deb12u3","CVE-2023-31486","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libgcrypt20","1.10.1-3+deb12u1","CVE-2024-2236","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libgssapi-krb5-2","1.20.1-2+deb12u5","CVE-2024-26458","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libk5crypto3","1.20.1-2+deb12u5","CVE-2024-26458","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libkrb5-3","1.20.1-2+deb12u5","CVE-2024-26458","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libkrb5support0","1.20.1-2+deb12u5","CVE-2024-26458","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libgssapi-krb5-2","1.20.1-2+deb12u5","CVE-2024-26461","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libk5crypto3","1.20.1-2+deb12u5","CVE-2024-26461","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libkrb5-3","1.20.1-2+deb12u5","CVE-2024-26461","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libkrb5support0","1.20.1-2+deb12u5","CVE-2024-26461","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","login","1:4.13+dfsg1-1+deb12u2","CVE-2024-56433","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","passwd","1:4.13+dfsg1-1+deb12u2","CVE-2024-56433","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libtasn1-6","4.19.0-2+deb12u1","CVE-2025-13151","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","bsdutils","1:2.38.1-5+deb12u3","CVE-2025-14104","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libblkid1","2.38.1-5+deb12u3","CVE-2025-14104","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libmount1","2.38.1-5+deb12u3","CVE-2025-14104","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libsmartcols1","2.38.1-5+deb12u3","CVE-2025-14104","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libuuid1","2.38.1-5+deb12u3","CVE-2025-14104","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","mount","2.38.1-5+deb12u3","CVE-2025-14104","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","util-linux","2.38.1-5+deb12u3","CVE-2025-14104","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","util-linux-extra","2.38.1-5+deb12u3","CVE-2025-14104","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
